STAID,SOUID,DATE,DD,Q_DD
   189,114683,20130224,  128,    0
   189,114683,20130225,    1,    0
   189,114683,20130226,   92,    0
   189,114683,20130227,  298,    0
   189,114683,20130228,  338,    0
   189,114683,20130301,  140,    0
   189,114683,20130302,  357,    0
   189,114683,20130303,   10,    0
   189,114683,20130304,    8,    0
   189,114683,20130305,   51,    0
   189,114683,20130306,  357,    0
   189,114683,20130307,  358,    0
   189,114683,20130308,  349,    0
   189,114683,20130309,  328,    0
   189,114683,20130310,  295,    0
   189,114683,20130311,  340,    0
   189,114683,20130312,  345,    0
   189,114683,20130313,  342,    0
   189,114683,20130314,   97,    0
   189,114683,20130315,  347,    0
   189,114683,20130316,  341,    0
   189,114683,20130317,  341,    0
   189,114683,20130318,   12,    0
   189,114683,20130319,   14,    0
   189,114683,20130320,   53,    0
   189,114683,20130321,   77,    0
   189,114683,20130322,   38,    0
   189,114683,20130323,  262,    0
   189,114683,20130324,    6,    0
   189,114683,20130325,  318,    0
   189,114683,20130326,  342,    0
   189,114683,20130327,  345,    0
   189,114683,20130328,  337,    0
   189,114683,20130329,  357,    0
   189,114683,20130330,  349,    0
   189,114683,20130331,  276,    0
   189,114683,20130401,  333,    0
   189,114683,20130402,  223,    0
   189,114683,20130403,  336,    0
   189,114683,20130404,  233,    0
   189,114683,20130405,    2,    0
   189,114683,20130406,  359,    0
   189,114683,20130407,  354,    0
   189,114683,20130408,   77,    0
   189,114683,20130409,    5,    0
   189,114683,20130410,  358,    0
   189,114683,20130411,  338,    0
   189,114683,20130412,   69,    0
   189,114683,20130413,  358,    0
   189,114683,20130414,  351,    0
   189,114683,20130415,   85,    0
   189,114683,20130416,  350,    0
   189,114683,20130417,  348,    0
   189,114683,20130418,  359,    0
   189,114683,20130419,  333,    0
   189,114683,20130420,   98,    0
   189,114683,20130421,  214,    0
   189,114683,20130422,  186,    0
   189,114683,20130423,    5,    0
   189,114683,20130424,  349,    0
   189,114683,20130425,  350,    0
   189,114683,20130426,  263,    0
   189,114683,20130427,  162,    0
   189,114683,20130428,   26,    0
   189,114683,20130429,  350,    0
   189,114683,20130430,  356,    0
   189,114683,20130501,    4,    0
   189,114683,20130502,  320,    0
   189,114683,20130503,  103,    0
   189,114683,20130504,   99,    0
   189,114683,20130505,   15,    0
   189,114683,20130506,    5,    0
   189,114683,20130507,  309,    0
   189,114683,20130508,  176,    0
   189,114683,20130509,  203,    0
   189,114683,20130510,  103,    0
   189,114683,20130511,   86,    0
   189,114683,20130512,   74,    0
   189,114683,20130513,   72,    0
   189,114683,20130514,  356,    0
   189,114683,20130515,  224,    0
   189,114683,20130516,  346,    0
   189,114683,20130517,  296,    0
   189,114683,20130518,  194,    0
   189,114683,20130519,  200,    0
   189,114683,20130520,  177,    0
   189,114683,20130521,  311,    0
   189,114683,20130522,  339,    0
   189,114683,20130523,  331,    0
   189,114683,20130524,    9,    0
   189,114683,20130525,   89,    0
   189,114683,20130526,  105,    0
   189,114683,20130527,  342,    0
   189,114683,20130528,  228,    0
   189,114683,20130529,  188,    0
   189,114683,20130530,  169,    0
   189,114683,20130531,  198,    0
   189,114683,20130601,  198,    0
   189,114683,20130602,  195,    0
   189,114683,20130603,  220,    0
   189,114683,20130604,  187,    0
   189,114683,20130605,  188,    0
   189,114683,20130606,  200,    0
   189,114683,20130607,  313,    0
   189,114683,20130608,  157,    0
   189,114683,20130609,  134,    0
   189,114683,20130610,  118,    0
   189,114683,20130611,   97,    0
   189,114683,20130612,  207,    0
   189,114683,20130613,  169,    0
   189,114683,20130614,  165,    0
   189,114683,20130615,  322,    0
   189,114683,20130616,  173,    0
   189,114683,20130617,  210,    0
   189,114683,20130618,  181,    0
   189,114683,20130619,  177,    0
   189,114683,20130620,  146,    0
   189,114683,20130621,  338,    0
   189,114683,20130622,  312,    0
   189,114683,20130623,  304,    0
   189,114683,20130624,  186,    0
   189,114683,20130625,  227,    0
   189,114683,20130626,  159,    0
   189,114683,20130627,  204,    0
   189,114683,20130628,   76,    0
   189,114683,20130629,  148,    0
   189,114683,20130630,  162,    0
   189,114683,20130701,  325,    0
   189,114683,20130702,   92,    0
   189,114683,20130703,   86,    0
   189,114683,20130704,  182,    0
   189,114683,20130705,  323,    0
   189,114683,20130706,   92,    0
   189,114683,20130707,  289,    0
   189,114683,20130708,  256,    0
   189,114683,20130709,  191,    0
   189,114683,20130710,  129,    0
   189,114683,20130711,   93,    0
   189,114683,20130712,  315,    0
   189,114683,20130713,  107,    0
   189,114683,20130714,  356,    0
   189,114683,20130715,  322,    0
   189,114683,20130716,  127,    0
   189,114683,20130717,   76,    0
   189,114683,20130718,  318,    0
   189,114683,20130719,  167,    0
   189,114683,20130720,  298,    0
   189,114683,20130721,  178,    0
   189,114683,20130722,   75,    0
   189,114683,20130723,  171,    0
   189,114683,20130724,  194,    0
   189,114683,20130725,  191,    0
   189,114683,20130726,  185,    0
   189,114683,20130727,  203,    0
   189,114683,20130728,  182,    0
   189,114683,20130729,  146,    0
   189,114683,20130730,  297,    0
   189,114683,20130731,  342,    0
   189,114683,20130801,  331,    0
   189,114683,20130802,  141,    0
   189,114683,20130803,-9999,    9
   189,114683,20130804,-9999,    9
   189,114683,20130805,-9999,    9
   189,114683,20130806,-9999,    9
   189,114683,20130807,-9999,    9
   189,114683,20130808,-9999,    9
   189,114683,20130809,-9999,    9
   189,114683,20130810,-9999,    9
   189,114683,20130811,-9999,    9
   189,114683,20130812,  197,    0
   189,114683,20130813,  207,    0
   189,114683,20130814,  149,    0
   189,114683,20130815,  150,    0
   189,114683,20130816,  162,    0
   189,114683,20130817,  153,    0
   189,114683,20130818,   47,    0
   189,114683,20130819,   75,    0
   189,114683,20130820,  185,    0
   189,114683,20130821,  289,    0
   189,114683,20130822,  209,    0
   189,114683,20130823,  193,    0
   189,114683,20130824,  213,    0
   189,114683,20130825,  183,    0
   189,114683,20130826,  237,    0
   189,114683,20130827,  203,    0
   189,114683,20130828,  227,    0
   189,114683,20130829,  120,    0
   189,114683,20130830,  116,    0
   189,114683,20130831,  189,    0
   189,114683,20130901,   83,    0
   189,114683,20130902,  144,    0
   189,114683,20130903,  200,    0
   189,114683,20130904,  242,    0
   189,114683,20130905,  168,    0
   189,114683,20130906,  182,    0
   189,114683,20130907,  192,    0
   189,114683,20130908,  196,    0
   189,114683,20130909,  182,    0
   189,114683,20130910,  330,    0
   189,114683,20130911,  140,    0
   189,114683,20130912,  135,    0
   189,114683,20130913,  256,    0
   189,114683,20130914,   93,    0
   189,114683,20130915,   63,    0
   189,114683,20130916,  343,    0
   189,114683,20130917,   53,    0
   189,114683,20130918,  146,    0
   189,114683,20130919,  181,    0
   189,114683,20130920,   46,    0
   189,114683,20130921,   69,    0
   189,114683,20130922,  322,    0
   189,114683,20130923,  314,    0
   189,114683,20130924,  159,    0
   189,114683,20130925,  168,    0
   189,114683,20130926,  124,    0
   189,114683,20130927,  172,    0
   189,114683,20130928,  235,    0
   189,114683,20130929,  165,    0
   189,114683,20130930,  196,    0
   189,114683,20131001,  203,    0
   189,114683,20131002,  262,    0
   189,114683,20131003,  343,    0
   189,114683,20131004,   10,    0
   189,114683,20131005,  175,    0
   189,114683,20131006,  348,    0
   189,114683,20131007,  259,    0
   189,114683,20131008,  289,    0
   189,114683,20131009,  340,    0
   189,114683,20131010,  269,    0
   189,114683,20131011,   19,    0
   189,114683,20131012,   97,    0
   189,114683,20131013,  153,    0
   189,114683,20131014,  359,    0
   189,114683,20131015,  264,    0
   189,114683,20131016,  354,    0
   189,114683,20131017,  178,    0
   189,114683,20131018,  353,    0
   189,114683,20131019,  323,    0
   189,114683,20131020,   31,    0
   189,114683,20131021,    6,    0
   189,114683,20131022,    5,    0
   189,114683,20131023,   68,    0
   189,114683,20131024,   11,    0
   189,114683,20131025,   83,    0
   189,114683,20131026,   73,    0
   189,114683,20131027,   72,    0
   189,114683,20131028,  359,    0
   189,114683,20131029,  342,    0
   189,114683,20131030,  355,    0
   189,114683,20131031,   73,    0
   189,114683,20131101,    4,    0
   189,114683,20131102,  360,    0
   189,114683,20131103,   16,    0
   189,114683,20131104,  254,    0
   189,114683,20131105,  350,    0
   189,114683,20131106,    8,    0
   189,114683,20131107,  358,    0
   189,114683,20131108,  359,    0
   189,114683,20131109,  341,    0
   189,114683,20131110,  249,    0
   189,114683,20131111,   73,    0
   189,114683,20131112,  358,    0
   189,114683,20131113,   12,    0
   189,114683,20131114,  354,    0
   189,114683,20131115,  272,    0
   189,114683,20131116,   19,    0
   189,114683,20131117,   31,    0
   189,114683,20131118,  246,    0
   189,114683,20131119,  355,    0
   189,114683,20131120,  334,    0
   189,114683,20131121,  218,    0
   189,114683,20131122,  251,    0
   189,114683,20131123,    3,    0
   189,114683,20131124,  354,    0
   189,114683,20131125,   49,    0
   189,114683,20131126,  272,    0
   189,114683,20131127,  359,    0
   189,114683,20131128,  341,    0
   189,114683,20131129,  346,    0
   189,114683,20131130,   72,    0
   189,114683,20131201,  356,    0
   189,114683,20131202,  275,    0
   189,114683,20131203,  329,    0
   189,114683,20131204,  345,    0
   189,114683,20131205,  358,    0
   189,114683,20131206,  342,    0
   189,114683,20131207,    9,    0
   189,114683,20131208,   94,    0
   189,114683,20131209,   97,    0
   189,114683,20131210,  219,    0
   189,114683,20131211,  301,    0
   189,114683,20131212,    4,    0
   189,114683,20131213,  119,    0
   189,114683,20131214,   89,    0
   189,114683,20131215,   10,    0
   189,114683,20131216,  263,    0
   189,114683,20131217,  284,    0
   189,114683,20131218,  129,    0
   189,114683,20131219,  128,    0
   189,114683,20131220,   97,    0
   189,114683,20131221,   73,    0
   189,114683,20131222,   74,    0
   189,114683,20131223,  351,    0
   189,114683,20131224,  329,    0
   189,114683,20131225,   26,    0
   189,114683,20131226,  346,    0
   189,114683,20131227,    3,    0
   189,114683,20131228,  354,    0
   189,114683,20131229,  331,    0
   189,114683,20131230,   78,    0
   189,114683,20131231,   78,    0
   189,114683,20140101,  339,    0
   189,114683,20140102,   62,    0
   189,114683,20140103,  301,    0
   189,114683,20140104,  237,    0
   189,114683,20140105,  331,    0
   189,114683,20140106,   60,    0
   189,114683,20140107,   41,    0
   189,114683,20140108,  349,    0
   189,114683,20140109,   83,    0
   189,114683,20140110,  100,    0
   189,114683,20140111,   41,    0
   189,114683,20140112,  229,    0
   189,114683,20140113,   76,    0
   189,114683,20140114,   68,    0
   189,114683,20140115,  332,    0
   189,114683,20140116,  123,    0
   189,114683,20140117,  145,    0
   189,114683,20140118,   75,    0
   189,114683,20140119,  163,    0
   189,114683,20140120,  109,    0
   189,114683,20140121,  124,    0
   189,114683,20140122,  130,    0
   189,114683,20140123,  138,    0
   189,114683,20140124,  108,    0
   189,114683,20140125,   99,    0
   189,114683,20140126,   30,    0
   189,114683,20140127,  352,    0
   189,114683,20140128,  203,    0
   189,114683,20140129,  174,    0
   189,114683,20140130,  145,    0
   189,114683,20140131,   90,    0
   189,114683,20140201,  315,    0
   189,114683,20140202,  123,    0
   189,114683,20140203,  347,    0
   189,114683,20140204,   81,    0
   189,114683,20140205,   80,    0
   189,114683,20140206,  189,    0
   189,114683,20140207,   90,    0
   189,114683,20140208,   14,    0
   189,114683,20140209,   69,    0
   189,114683,20140210,  339,    0
   189,114683,20140211,   11,    0
   189,114683,20140212,  112,    0
   189,114683,20140213,  315,    0
   189,114683,20140214,  340,    0
   189,114683,20140215,  354,    0
   189,114683,20140216,  350,    0
   189,114683,20140217,  341,    0
   189,114683,20140218,  343,    0
   189,114683,20140219,  344,    0
   189,114683,20140220,   81,    0
   189,114683,20140221,   60,    0
   189,114683,20140222,  358,    0
   189,114683,20140223,   10,    0
   189,114683,20140224,  347,    0
   189,114683,20140225,  339,    0
   189,114683,20140226,   67,    0
   189,114683,20140227,   61,    0
   189,114683,20140228,  101,    0
   189,114683,20140301,   74,    0
   189,114683,20140302,   61,    0
   189,114683,20140303,  355,    0
   189,114683,20140304,   79,    0
   189,114683,20140305,  103,    0
   189,114683,20140306,  186,    0
   189,114683,20140307,  268,    0
   189,114683,20140308,  356,    0
   189,114683,20140309,  354,    0
   189,114683,20140310,  268,    0
   189,114683,20140311,  226,    0
   189,114683,20140312,   32,    0
   189,114683,20140313,  345,    0
   189,114683,20140314,  337,    0
   189,114683,20140315,  341,    0
   189,114683,20140316,  145,    0
   189,114683,20140317,  119,    0
   189,114683,20140318,   64,    0
   189,114683,20140319,   80,    0
   189,114683,20140320,   64,    0
   189,114683,20140321,   11,    0
   189,114683,20140322,   26,    0
   189,114683,20140323,  121,    0
   189,114683,20140324,   32,    0
   189,114683,20140325,  155,    0
   189,114683,20140326,  175,    0
   189,114683,20140327,   42,    0
   189,114683,20140328,  271,    0
   189,114683,20140329,    3,    0
   189,114683,20140330,  305,    0
   189,114683,20140331,  194,    0
   189,114683,20140401,    4,    0
   189,114683,20140402,  197,    0
   189,114683,20140403,  202,    0
   189,114683,20140404,    4,    0
   189,114683,20140405,   96,    0
   189,114683,20140406,   88,    0
   189,114683,20140407,   87,    0
   189,114683,20140408,  337,    0
   189,114683,20140409,  340,    0
   189,114683,20140410,  311,    0
   189,114683,20140411,  353,    0
   189,114683,20140412,  360,    0
   189,114683,20140413,    3,    0
   189,114683,20140414,  350,    0
   189,114683,20140415,  113,    0
   189,114683,20140416,  314,    0
   189,114683,20140417,  341,    0
   189,114683,20140418,  242,    0
   189,114683,20140419,  255,    0
   189,114683,20140420,  164,    0
   189,114683,20140421,  270,    0
   189,114683,20140422,  251,    0
   189,114683,20140423,  183,    0
   189,114683,20140424,  204,    0
   189,114683,20140425,  160,    0
   189,114683,20140426,  222,    0
   189,114683,20140427,    0,    0
   189,114683,20140428,  352,    0
   189,114683,20140429,    4,    0
   189,114683,20140430,  343,    0
   189,114683,20140501,  255,    0
   189,114683,20140502,    0,    0
   189,114683,20140503,  348,    0
   189,114683,20140504,  101,    0
   189,114683,20140505,  129,    0
   189,114683,20140506,  120,    0
   189,114683,20140507,   98,    0
   189,114683,20140508,   82,    0
   189,114683,20140509,  330,    0
   189,114683,20140510,  359,    0
   189,114683,20140511,  351,    0
   189,114683,20140512,  349,    0
   189,114683,20140513,  355,    0
   189,114683,20140514,  203,    0
   189,114683,20140515,   97,    0
   189,114683,20140516,  198,    0
   189,114683,20140517,  351,    0
   189,114683,20140518,   75,    0
   189,114683,20140519,  357,    0
   189,114683,20140520,  347,    0
   189,114683,20140521,  354,    0
   189,114683,20140522,  180,    0
   189,114683,20140523,   97,    0
   189,114683,20140524,  121,    0
   189,114683,20140525,  120,    0
   189,114683,20140526,  156,    0
   189,114683,20140527,  103,    0
   189,114683,20140528,  171,    0
   189,114683,20140529,  161,    0
   189,114683,20140530,  192,    0
   189,114683,20140531,  302,    0
   189,114683,20140601,   81,    0
   189,114683,20140602,  173,    0
   189,114683,20140603,  218,    0
   189,114683,20140604,  165,    0
   189,114683,20140605,  248,    0
   189,114683,20140606,  180,    0
   189,114683,20140607,  192,    0
   189,114683,20140608,  196,    0
   189,114683,20140609,  159,    0
   189,114683,20140610,  360,    0
   189,114683,20140611,  100,    0
   189,114683,20140612,  182,    0
   189,114683,20140613,  182,    0
   189,114683,20140614,  322,    0
   189,114683,20140615,  288,    0
   189,114683,20140616,  204,    0
   189,114683,20140617,   53,    0
   189,114683,20140618,  119,    0
   189,114683,20140619,    1,    0
   189,114683,20140620,  107,    0
   189,114683,20140621,  191,    0
   189,114683,20140622,  180,    0
   189,114683,20140623,  203,    0
   189,114683,20140624,  192,    0
   189,114683,20140625,  194,    0
   189,114683,20140626,  193,    0
   189,114683,20140627,  211,    0
   189,114683,20140628,  144,    0
   189,114683,20140629,  170,    0
   189,114683,20140630,  221,    0
   189,114683,20140701,   90,    0
   189,114683,20140702,  214,    0
   189,114683,20140703,   82,    0
   189,114683,20140704,  153,    0
   189,114683,20140705,   77,    0
   189,114683,20140706,   48,    0
   189,114683,20140707,  302,    0
   189,114683,20140708,  196,    0
   189,114683,20140709,  190,    0
   189,114683,20140710,  203,    0
   189,114683,20140711,  181,    0
   189,114683,20140712,   87,    0
   189,114683,20140713,  200,    0
   189,114683,20140714,  295,    0
   189,114683,20140715,  100,    0
   189,114683,20140716,  186,    0
   189,114683,20140717,  182,    0
   189,114683,20140718,  190,    0
   189,114683,20140719,  198,    0
   189,114683,20140720,  106,    0
   189,114683,20140721,   55,    0
   189,114683,20140722,  182,    0
   189,114683,20140723,  182,    0
   189,114683,20140724,  172,    0
   189,114683,20140725,  146,    0
   189,114683,20140726,   89,    0
   189,114683,20140727,  197,    0
   189,114683,20140728,  197,    0
   189,114683,20140729,  153,    0
   189,114683,20140730,  355,    0
   189,114683,20140731,   12,    0
   189,114683,20140801,  308,    0
   189,114683,20140802,  316,    0
   189,114683,20140803,  191,    0
   189,114683,20140804,   98,    0
   189,114683,20140805,  351,    0
   189,114683,20140806,    6,    0
   189,114683,20140807,  355,    0
   189,114683,20140808,  204,    0
   189,114683,20140809,  202,    0
   189,114683,20140810,  194,    0
   189,114683,20140811,  357,    0
   189,114683,20140812,    0,    0
   189,114683,20140813,  335,    0
   189,114683,20140814,  187,    0
   189,114683,20140815,  113,    0
   189,114683,20140816,  341,    0
   189,114683,20140817,    1,    0
   189,114683,20140818,  349,    0
   189,114683,20140819,  317,    0
   189,114683,20140820,  336,    0
   189,114683,20140821,   16,    0
   189,114683,20140822,  177,    0
   189,114683,20140823,  183,    0
   189,114683,20140824,  171,    0
   189,114683,20140825,  141,    0
   189,114683,20140826,  202,    0
   189,114683,20140827,  178,    0
   189,114683,20140828,  202,    0
   189,114683,20140829,  179,    0
   189,114683,20140830,  211,    0
   189,114683,20140831,  126,    0
   189,114683,20140901,   90,    0
   189,114683,20140902,  169,    0
   189,114683,20140903,  173,    0
   189,114683,20140904,   46,    0
   189,114683,20140905,  197,    0
   189,114683,20140906,  200,    0
   189,114683,20140907,  270,    0
   189,114683,20140908,  190,    0
   189,114683,20140909,  197,    0
   189,114683,20140910,  197,    0
   189,114683,20140911,  263,    0
   189,114683,20140912,  188,    0
   189,114683,20140913,  246,    0
   189,114683,20140914,  180,    0
   189,114683,20140915,  178,    0
   189,114683,20140916,  197,    0
   189,114683,20140917,  261,    0
   189,114683,20140918,  172,    0
   189,114683,20140919,  134,    0
   189,114683,20140920,   20,    0
   189,114683,20140921,  181,    0
   189,114683,20140922,  148,    0
   189,114683,20140923,  178,    0
   189,114683,20140924,  212,    0
   189,114683,20140925,  101,    0
   189,114683,20140926,  358,    0
   189,114683,20140927,    1,    0
   189,114683,20140928,  342,    0
   189,114683,20140929,  344,    0
   189,114683,20140930,  135,    0
   189,114683,20141001,  148,    0
   189,114683,20141002,  149,    0
   189,114683,20141003,  152,    0
   189,114683,20141004,  221,    0
   189,114683,20141005,   93,    0
   189,114683,20141006,   82,    0
   189,114683,20141007,   75,    0
   189,114683,20141008,   81,    0
   189,114683,20141009,   85,    0
   189,114683,20141010,  342,    0
   189,114683,20141011,  205,    0
   189,114683,20141012,  331,    0
   189,114683,20141013,   40,    0
   189,114683,20141014,  239,    0
   189,114683,20141015,  239,    0
   189,114683,20141016,  306,    0
   189,114683,20141017,  358,    0
   189,114683,20141018,   81,    0
   189,114683,20141019,   65,    0
   189,114683,20141020,  130,    0
   189,114683,20141021,  173,    0
   189,114683,20141022,  196,    0
   189,114683,20141023,  310,    0
   189,114683,20141024,  296,    0
   189,114683,20141025,  308,    0
   189,114683,20141026,  321,    0
   189,114683,20141027,    4,    0
   189,114683,20141028,  357,    0
   189,114683,20141029,  329,    0
   189,114683,20141030,    3,    0
   189,114683,20141031,   87,    0
   189,114683,20141101,   65,    0
   189,114683,20141102,   11,    0
   189,114683,20141103,  347,    0
   189,114683,20141104,  263,    0
   189,114683,20141105,  260,    0
   189,114683,20141106,  148,    0
   189,114683,20141107,  348,    0
   189,114683,20141108,  358,    0
   189,114683,20141109,  359,    0
   189,114683,20141110,  331,    0
   189,114683,20141111,  159,    0
   189,114683,20141112,  200,    0
   189,114683,20141113,   88,    0
   189,114683,20141114,   93,    0
   189,114683,20141115,  202,    0
   189,114683,20141116,  196,    0
   189,114683,20141117,  191,    0
   189,114683,20141118,  189,    0
   189,114683,20141119,  198,    0
   189,114683,20141120,  240,    0
   189,114683,20141121,  204,    0
   189,114683,20141122,  178,    0
   189,114683,20141123,  220,    0
   189,114683,20141124,  114,    0
   189,114683,20141125,  234,    0
   189,114683,20141126,  247,    0
   189,114683,20141127,  203,    0
   189,114683,20141128,  210,    0
   189,114683,20141129,  161,    0
   189,114683,20141130,  143,    0
   189,114683,20141201,  186,    0
   189,114683,20141202,  205,    0
   189,114683,20141203,  270,    0
   189,114683,20141204,    6,    0
   189,114683,20141205,  348,    0
   189,114683,20141206,   19,    0
   189,114683,20141207,  359,    0
   189,114683,20141208,  347,    0
   189,114683,20141209,   76,    0
   189,114683,20141210,    9,    0
   189,114683,20141211,    7,    0
   189,114683,20141212,  344,    0
   189,114683,20141213,  345,    0
   189,114683,20141214,   20,    0
   189,114683,20141215,   11,    0
   189,114683,20141216,  358,    0
   189,114683,20141217,-9999,    9
   189,114683,20141218,-9999,    9
   189,114683,20141219,-9999,    9
   189,114683,20141220,   33,    0
   189,114683,20141221,  124,    0
   189,114683,20141222,   97,    0
   189,114683,20141223,   61,    0
   189,114683,20141224,   37,    0
   189,114683,20141225,   28,    0
   189,114683,20141226,   47,    0
   189,114683,20141227,   51,    0
   189,114683,20141228,  330,    0
   189,114683,20141229,  311,    0
   189,114683,20141230,  311,    0
   189,114683,20141231,   61,    0
   189,114683,20150101,   55,    0
   189,114683,20150102,   30,    0
   189,114683,20150103,   33,    0
   189,114683,20150104,   11,    0
   189,114683,20150105,  177,    0
   189,114683,20150106,  260,    0
   189,114683,20150107,  169,    0
   189,114683,20150108,  118,    0
   189,114683,20150109,  261,    0
   189,114683,20150110,  350,    0
   189,114683,20150111,   74,    0
   189,114683,20150112,   72,    0
   189,114683,20150113,   24,    0
   189,114683,20150114,   12,    0
   189,114683,20150115,   41,    0
   189,114683,20150116,   14,    0
   189,114683,20150117,  357,    0
   189,114683,20150118,  359,    0
   189,114683,20150119,  329,    0
   189,114683,20150120,  201,    0
   189,114683,20150121,  185,    0
   189,114683,20150122,  181,    0
   189,114683,20150123,  137,    0
   189,114683,20150124,  317,    0
   189,114683,20150125,   76,    0
   189,114683,20150126,  340,    0
   189,114683,20150127,  318,    0
   189,114683,20150128,   57,    0
   189,114683,20150129,  358,    0
   189,114683,20150130,  356,    0
   189,114683,20150131,  343,    0
   189,114683,20150201,  343,    0
   189,114683,20150202,   79,    0
   189,114683,20150203,  230,    0
   189,114683,20150204,  211,    0
   189,114683,20150205,  281,    0
   189,114683,20150206,  325,    0
   189,114683,20150207,  229,    0
   189,114683,20150208,  301,    0
   189,114683,20150209,  238,    0
   189,114683,20150210,  242,    0
   189,114683,20150211,  348,    0
   189,114683,20150212,    6,    0
   189,114683,20150213,  253,    0
   189,114683,20150214,  147,    0
   189,114683,20150215,  205,    0
   189,114683,20150216,  234,    0
   189,114683,20150217,   17,    0
   189,114683,20150218,   19,    0
   189,114683,20150219,  285,    0
   189,114683,20150220,    5,    0
   189,114683,20150221,  360,    0
   189,114683,20150222,  359,    0
   189,114683,20150223,   36,    0
   189,114683,20150224,   13,    0
   189,114683,20150225,  338,    0
   189,114683,20150226,   72,    0
   189,114683,20150227,  148,    0
   189,114683,20150228,  342,    0
   189,114683,20150301,  251,    0
   189,114683,20150302,  348,    0
   189,114683,20150303,  198,    0
   189,114683,20150304,  352,    0
   189,114683,20150305,  212,    0
   189,114683,20150306,  272,    0
   189,114683,20150307,   13,    0
   189,114683,20150308,  348,    0
   189,114683,20150309,  295,    0
   189,114683,20150310,  230,    0
   189,114683,20150311,  204,    0
   189,114683,20150312,  279,    0
   189,114683,20150313,  284,    0
   189,114683,20150314,  189,    0
   189,114683,20150315,  232,    0
   189,114683,20150316,  211,    0
   189,114683,20150317,  203,    0
   189,114683,20150318,  350,    0
   189,114683,20150319,   21,    0
   189,114683,20150320,  324,    0
   189,114683,20150321,  170,    0
   189,114683,20150322,  336,    0
   189,114683,20150323,   15,    0
   189,114683,20150324,  344,    0
   189,114683,20150325,  184,    0
   189,114683,20150326,  183,    0
   189,114683,20150327,  262,    0
   189,114683,20150328,  193,    0
   189,114683,20150329,  222,    0
   189,114683,20150330,  275,    0
   189,114683,20150331,  198,    0
   189,114683,20150401,  319,    0
   189,114683,20150402,    1,    0
   189,114683,20150403,  142,    0
   189,114683,20150404,  142,    0
   189,114683,20150405,  281,    0
   189,114683,20150406,  310,    0
   189,114683,20150407,  270,    0
   189,114683,20150408,  231,    0
   189,114683,20150409,  209,    0
   189,114683,20150410,  350,    0
   189,114683,20150411,   54,    0
   189,114683,20150412,  299,    0
   189,114683,20150413,  198,    0
   189,114683,20150414,  134,    0
   189,114683,20150415,  301,    0
   189,114683,20150416,  228,    0
   189,114683,20150417,  149,    0
   189,114683,20150418,  244,    0
   189,114683,20150419,  249,    0
   189,114683,20150420,  218,    0
   189,114683,20150421,  246,    0
   189,114683,20150422,  335,    0
   189,114683,20150423,    4,    0
   189,114683,20150424,   11,    0
   189,114683,20150425,   25,    0
   189,114683,20150426,    8,    0
   189,114683,20150427,   18,    0
   189,114683,20150428,   39,    0
   189,114683,20150429,   19,    0
   189,114683,20150430,    4,    0
   189,114683,20150501,  356,    0
   189,114683,20150502,    8,    0
   189,114683,20150503,  347,    0
   189,114683,20150504,   55,    0
   189,114683,20150505,  349,    0
   189,114683,20150506,  347,    0
   189,114683,20150507,    0,    0
   189,114683,20150508,    1,    0
   189,114683,20150509,  348,    0
   189,114683,20150510,    7,    0
   189,114683,20150511,   16,    0
   189,114683,20150512,  347,    0
   189,114683,20150513,    9,    0
   189,114683,20150514,  135,    0
   189,114683,20150515,  178,    0
   189,114683,20150516,   82,    0
   189,114683,20150517,   78,    0
   189,114683,20150518,  258,    0
   189,114683,20150519,  123,    0
   189,114683,20150520,  184,    0
   189,114683,20150521,  104,    0
   189,114683,20150522,  341,    0
   189,114683,20150523,  182,    0
   189,114683,20150524,   89,    0
   189,114683,20150525,   59,    0
   189,114683,20150526,   87,    0
   189,114683,20150527,   64,    0
   189,114683,20150528,   71,    0
   189,114683,20150529,  344,    0
   189,114683,20150530,  149,    0
   189,114683,20150531,  311,    0
   189,114683,20150601,   62,    0
   189,114683,20150602,  340,    0
   189,114683,20150603,  353,    0
   189,114683,20150604,  347,    0
   189,114683,20150605,  321,    0
   189,114683,20150606,  299,    0
   189,114683,20150607,  255,    0
   189,114683,20150608,  247,    0
   189,114683,20150609,  193,    0
   189,114683,20150610,  349,    0
   189,114683,20150611,  184,    0
   189,114683,20150612,  352,    0
   189,114683,20150613,  346,    0
   189,114683,20150614,  331,    0
   189,114683,20150615,  304,    0
   189,114683,20150616,  194,    0
   189,114683,20150617,  120,    0
   189,114683,20150618,  149,    0
   189,114683,20150619,  156,    0
   189,114683,20150620,  281,    0
   189,114683,20150621,  161,    0
   189,114683,20150622,  307,    0
   189,114683,20150623,  197,    0
   189,114683,20150624,  188,    0
   189,114683,20150625,  163,    0
   189,114683,20150626,  120,    0
   189,114683,20150627,  229,    0
   189,114683,20150628,  143,    0
   189,114683,20150629,  293,    0
   189,114683,20150630,  118,    0
   189,114683,20150701,   92,    0
   189,114683,20150702,  121,    0
   189,114683,20150703,  323,    0
   189,114683,20150704,  189,    0
   189,114683,20150705,  308,    0
   189,114683,20150706,  205,    0
   189,114683,20150707,   16,    0
   189,114683,20150708,  333,    0
   189,114683,20150709,  335,    0
   189,114683,20150710,  247,    0
   189,114683,20150711,  148,    0
   189,114683,20150712,  116,    0
   189,114683,20150713,    3,    0
   189,114683,20150714,  169,    0
   189,114683,20150715,  353,    0
